precision|recall|f1|pr_auc|detectados|tasa_detectada|variante|modelo|feature_principal|transformacion|latencia_ms|registros_test|fold|subpartida|registros_train|outlier_rate_test
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|8.980700000392972|10|1|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|36|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.378600001189625|10|1|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|36|0.0
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|10.109599999850616|9|2|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.006099999169237|9|2|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.852900000230875|9|2|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|10.155199999644537|9|3|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.57399999970221|9|3|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|15.834800000448013|9|3|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.447399999771733|9|4|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.773600000698934|9|4|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.937599999640952|9|4|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.343699999590172|9|5|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.741600000779727|9|5|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.123999999967054|9|5|1517100000-MARGARINA, EXCEPTO LA MARGARINA LIQUIDA|37|0.0
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.691400000519934|6|1|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|21|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.136800001215306|6|1|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|21|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.32430000063323|6|1|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|21|0.0
1.0|1.0|1.0|1.0|1|0.16666666666666666|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.166199999526725|6|2|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|21|0.16666666666666666
1.0|1.0|1.0|1.0|1|0.16666666666666666|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.352200000648736|6|2|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|21|0.16666666666666666
0.0|0.0|0.0|0.16666666666666666|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.942399999607005|6|2|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|21|0.16666666666666666
1.0|1.0|1.0|1.0|1|0.2|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.896999999909895|5|3|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.2
1.0|1.0|1.0|1.0|1|0.2|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|8.753399999477551|5|3|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.92170000023907|5|3|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.2
1.0|1.0|1.0|1.0|1|0.2|A_BASELINE|IQR sobre VU original|VU|sin transformacion|10.257800000545103|5|4|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.2
1.0|1.0|1.0|1.0|1|0.2|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.432200000446755|5|4|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.116600000008475|5|4|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.2
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.529699998893193|5|5|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.48669999888807|5|5|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|15.788799999427283|5|5|1517900000-DEMAS MEZCLAS O PREPARAC. ALIMENTICIAS DE GRASAS O ACEITES, ANIMALES O VEGETALES|22|0.0
1.0|1.0|1.0|1.0|8|0.1568627450980392|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.093599999687285|51|1|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|8|0.1568627450980392|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|8.881699999619741|51|1|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
0.0|0.0|0.0|0.1568627450980392|1|0.0196078431372549|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.067599999791128|51|1|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|8|0.1568627450980392|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.481300001425552|51|2|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|8|0.1568627450980392|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.505099998932565|51|2|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
0.0|0.0|0.0|0.1568627450980392|1|0.0196078431372549|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.383899999709683|51|2|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|8|0.1568627450980392|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.766999999555992|51|3|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|8|0.1568627450980392|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.622699999454198|51|3|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
0.0|0.0|0.0|0.1568627450980392|3|0.058823529411764705|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.390700000556535|51|3|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|8|0.1568627450980392|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.280999998736661|51|4|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|8|0.1568627450980392|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.311300000263145|51|4|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
0.0|0.0|0.0|0.1568627450980392|1|0.0196078431372549|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|19.76739999918209|51|4|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|203|0.1568627450980392
1.0|1.0|1.0|1.0|7|0.14|A_BASELINE|IQR sobre VU original|VU|sin transformacion|12.160800000856398|50|5|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|204|0.14
1.0|1.0|1.0|1.0|7|0.14|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|11.035900000933907|50|5|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|204|0.14
0.0|0.0|0.0|0.14|2|0.04|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.76959999895189|50|5|1518009000-DEMAS GRASAS Y ACEITES ANIMALES O VEGETALES Y SUS FRACCIONES, COCIDOS, OXIDADOS, DESH|204|0.14
1.0|0.5|0.6666666666666666|0.7|1|0.2|A_BASELINE|IQR sobre VU original|VU|sin transformacion|8.873400000084075|5|1|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.4
1.0|0.5|0.6666666666666666|0.7|1|0.2|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|10.328500000468921|5|1|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.4
0.0|0.0|0.0|0.4|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|15.56949999940116|5|1|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.4
0.0|0.0|0.0|0.2|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.458999998969375|5|2|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.650099998907535|5|2|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.605400000116788|5|2|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.35860000026878|5|3|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.641399999964051|5|3|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.412499999205465|5|3|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.554099999149912|5|4|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|10.122199999386794|5|4|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.007600001306855|5|4|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|19|0.2
1.0|1.0|1.0|1.0|1|0.25|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.350199999971665|4|5|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|20|0.25
1.0|1.0|1.0|1.0|1|0.25|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.162800000922289|4|5|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|20|0.25
0.0|0.0|0.0|0.25|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.704900001059286|4|5|1702301000-GLUCOSA Y JARABE DE GLUCOSA, CONT. GLUCOSA>=99% EN PESO, (DEXTROSA)|20|0.25
1.0|1.0|1.0|1.0|1|0.14285714285714285|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.841200000664685|7|1|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.14285714285714285
0.0|0.0|0.0|0.14285714285714285|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.480499998971936|7|1|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.14285714285714285
0.0|0.0|0.0|0.14285714285714285|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.441700001450954|7|1|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.14285714285714285
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.453299999222509|7|2|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.392899999511428|7|2|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.312500000116415|7|2|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.0
0.0|0.0|0.0|0.14285714285714285|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|10.86339999892516|7|3|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.14285714285714285
0.0|0.0|0.0|0.14285714285714285|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|10.74490000064543|7|3|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.14285714285714285
0.0|0.0|0.0|0.14285714285714285|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|18.86229999945499|7|3|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|26|0.14285714285714285
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|11.135500000818865|6|4|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|27|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|10.786900000312016|6|4|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|27|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|18.373000000792672|6|4|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|27|0.0
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.417400000529597|6|5|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|27|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.431399999812129|6|5|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|27|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.328499999872292|6|5|1702309000-DEMAS GLUCOSA Y JARABE DE GLUCOSA, SIN FRUCTOSA O C/FRUCTOSA, SECO<20=% EN PESO|27|0.0
0.0|0.0|0.0|0.0|1|0.05|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.271099999750732|20|1|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.541800000079093|20|1|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|1|0.05|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.63659999940137|20|1|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|1|0.05|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.144600000581704|20|2|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|1|0.05|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.545700000671786|20|2|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.78399999946123|20|2|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|2|0.1|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.212400000251364|20|3|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.314599999925122|20|3|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.310100000031525|20|3|1702904000-DEMAS JARABES|78|0.0
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|10.06260000031034|19|4|1702904000-DEMAS JARABES|79|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|8.750299999519484|19|4|1702904000-DEMAS JARABES|79|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.279200001008576|19|4|1702904000-DEMAS JARABES|79|0.0
0.0|0.0|0.0|0.0|1|0.05263157894736842|A_BASELINE|IQR sobre VU original|VU|sin transformacion|10.13490000150341|19|5|1702904000-DEMAS JARABES|79|0.0
0.0|0.0|0.0|0.0|1|0.05263157894736842|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.110900000450783|19|5|1702904000-DEMAS JARABES|79|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|15.928400000120746|19|5|1702904000-DEMAS JARABES|79|0.0
1.0|1.0|1.0|1.0|1|0.2|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.46979999935138|5|1|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.2|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.523400000034599|5|1|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.98500000020431|5|1|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
1.0|1.0|1.0|1.0|1|0.2|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.31739999941783|5|2|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.2|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.246999999959371|5|2|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.132099999595084|5|2|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.0|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.395000000949949|5|3|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.0
0.0|0.0|0.0|0.0|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.863400000540423|5|3|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.0
0.0|0.0|0.0|0.0|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|17.118300000220188|5|3|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.0
0.0|0.0|0.0|0.2|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.490100001130486|5|4|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.2|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.342999999716994|5|4|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.2|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.398599998865393|5|4|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|19|0.2
0.0|0.0|0.0|0.25|0|0.0|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.589299999788636|4|5|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|20|0.25
0.0|0.0|0.0|0.25|0|0.0|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.235599998646649|4|5|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|20|0.25
0.0|0.0|0.0|0.25|0|0.0|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|16.284900000755442|4|5|1702909000-DEMAS AZUCARES, INCLUIDO EL AZUCAR INVERTIDO|20|0.25
1.0|1.0|1.0|1.0|13|0.22413793103448276|A_BASELINE|IQR sobre VU original|VU|sin transformacion|9.347899998829234|58|1|1704101000-CHICLES Y GOMAS DE MASCAR RECUBIERTOS DE AZUCAR|232|0.22413793103448276
1.0|0.46153846153846156|0.631578947368421|0.5822281167108754|6|0.10344827586206896|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|9.458800001084455|58|1|1704101000-CHICLES Y GOMAS DE MASCAR RECUBIERTOS DE AZUCAR|232|0.22413793103448276
0.0|0.0|0.0|0.22413793103448276|2|0.034482758620689655|C_WINS|IQR sobre VU winsorizado|VU_WINS|winsor P5-P95 ajustado en train|18.827300000339164|58|1|1704101000-CHICLES Y GOMAS DE MASCAR RECUBIERTOS DE AZUCAR|232|0.22413793103448276
1.0|0.8461538461538461|0.9166666666666666|0.8806366047745358|11|0.1896551724137931|A_BASELINE|IQR sobre VU original|VU|sin transformacion|10.181800000282237|58|2|1704101000-CHICLES Y GOMAS DE MASCAR RECUBIERTOS DE AZUCAR|232|0.22413793103448276
1.0|0.6923076923076923|0.8181818181818182|0.7612732095490716|9|0.15517241379310345|B_LOG|IQR sobre log1p(VU)|LOG_VU|log1p|10.527700000238838|58|2|1704101000-CHICLES Y GOMAS DE MASCAR RECUBIERTOS DE AZUCAR|232|0.22413793103448276
