subpartida|variante|f1_promedio_subpartida|precision_promedio_subpartida|recall_promedio_subpartida|pr_auc_promedio_subpartida|folds|registros_test_total
406100000-QUESO FRESCO (SIN MADURAR), INCLUIDO EL DEL LACTOSUERO, Y EL REQUESON|C_WINS|0.2|0.2|0.2|0.28|5|25
511999090-CRIN Y SUS DESPERDICIOS, INCLUSO EN CAPAS CON SOPORTE O SIN EL.|A_BASELINE|0.96|0.9333|1.0|0.9333|5|32
511999090-CRIN Y SUS DESPERDICIOS, INCLUSO EN CAPAS CON SOPORTE O SIN EL.|B_LOG|1.0|1.0|1.0|1.0|5|32
511999090-CRIN Y SUS DESPERDICIOS, INCLUSO EN CAPAS CON SOPORTE O SIN EL.|C_WINS|0.4|0.6|0.3|0.519|5|32
601100000-BULBOS,CEBOLLAS,TUBERC. RAICES Y BULBOS TUBEROSOS,TURIONES Y RIZOMAS, EN REPOSO VEGET|A_BASELINE|0.8743|0.8133|1.0|0.8133|5|505
601100000-BULBOS,CEBOLLAS,TUBERC. RAICES Y BULBOS TUBEROSOS,TURIONES Y RIZOMAS, EN REPOSO VEGET|B_LOG|0.6667|0.8|0.6|0.6059|5|505
601100000-BULBOS,CEBOLLAS,TUBERC. RAICES Y BULBOS TUBEROSOS,TURIONES Y RIZOMAS, EN REPOSO VEGET|C_WINS|0.0|0.0|0.0|0.0178|5|505
602200000-ARBOLES, ARBUSTOS Y MATAS, DE FRUTAS O DE OTROS FRUTOS COMESTIBLES, INC. INJERTADOS|A_BASELINE|1.0|1.0|1.0|1.0|5|28
602200000-ARBOLES, ARBUSTOS Y MATAS, DE FRUTAS O DE OTROS FRUTOS COMESTIBLES, INC. INJERTADOS|B_LOG|1.0|1.0|1.0|1.0|5|28
602200000-ARBOLES, ARBUSTOS Y MATAS, DE FRUTAS O DE OTROS FRUTOS COMESTIBLES, INC. INJERTADOS|C_WINS|0.1333|0.2|0.1|0.3467|5|28
602909000-LAS DEMAS PLANTAS VIVAS(INC.SUS RAICES),ESQUEJES E INJERTOS ENRAIZADOS;BLANCO DE SETA|A_BASELINE|0.9567|0.9232|1.0|0.9232|5|476
602909000-LAS DEMAS PLANTAS VIVAS(INC.SUS RAICES),ESQUEJES E INJERTOS ENRAIZADOS;BLANCO DE SETA|B_LOG|0.9765|0.9556|1.0|0.9556|5|476
602909000-LAS DEMAS PLANTAS VIVAS(INC.SUS RAICES),ESQUEJES E INJERTOS ENRAIZADOS;BLANCO DE SETA|C_WINS|0.0|0.0|0.0|0.0882|5|476
603110000-ROSAS FRESCAS, CORTADAS PARA RAMOS O ADORNOS|A_BASELINE|0.9072|0.8468|1.0|0.8468|5|157
603110000-ROSAS FRESCAS, CORTADAS PARA RAMOS O ADORNOS|B_LOG|0.9072|0.8468|1.0|0.8468|5|157
603110000-ROSAS FRESCAS, CORTADAS PARA RAMOS O ADORNOS|C_WINS|0.2503|0.6833|0.16|0.3992|5|157
603191000-GYPSOPHILA (LLUVIA, ILUSION) FRESCAS, CORTADAS PARA RAMOS O ADORNOS|A_BASELINE|0.8643|0.77|1.0|0.77|5|275
603191000-GYPSOPHILA (LLUVIA, ILUSION) FRESCAS, CORTADAS PARA RAMOS O ADORNOS|B_LOG|0.9429|0.9|1.0|0.9|5|275
603191000-GYPSOPHILA (LLUVIA, ILUSION) FRESCAS, CORTADAS PARA RAMOS O ADORNOS|C_WINS|0.08|0.1|0.0667|0.0842|5|275
603193000-FLORES Y CAPULLOS DE ALSTROEMERIA FRESCOS, CORTADAS PARA RAMOS O ADORNOS|A_BASELINE|0.0|0.0|0.0|0.0|5|73
603193000-FLORES Y CAPULLOS DE ALSTROEMERIA FRESCOS, CORTADAS PARA RAMOS O ADORNOS|B_LOG|0.0|0.0|0.0|0.0|5|73
603193000-FLORES Y CAPULLOS DE ALSTROEMERIA FRESCOS, CORTADAS PARA RAMOS O ADORNOS|C_WINS|0.0|0.0|0.0|0.0|5|73
603199000-LOS DEMAS FLORES Y CAPULLOS FRESCOS, CORTADAS PARA RAMOS O ADORNOS|A_BASELINE|0.4351|0.3478|0.582|0.2175|5|9815
603199000-LOS DEMAS FLORES Y CAPULLOS FRESCOS, CORTADAS PARA RAMOS O ADORNOS|B_LOG|0.6971|0.5364|1.0|0.5364|5|9815
603199000-LOS DEMAS FLORES Y CAPULLOS FRESCOS, CORTADAS PARA RAMOS O ADORNOS|C_WINS|0.0|0.0|0.0|0.0317|5|9815
603900000-FLORES Y CAPULLOS,CORTADOS PARA RAMOS O ADORNOS,SECOS,BLANQUEADOS,TEÃ'IDOS,IMPREGNAD.O|A_BASELINE|0.9333|0.9|1.0|0.9|5|44
603900000-FLORES Y CAPULLOS,CORTADOS PARA RAMOS O ADORNOS,SECOS,BLANQUEADOS,TEÃ'IDOS,IMPREGNAD.O|B_LOG|0.9333|0.9|1.0|0.9|5|44
603900000-FLORES Y CAPULLOS,CORTADOS PARA RAMOS O ADORNOS,SECOS,BLANQUEADOS,TEÃ'IDOS,IMPREGNAD.O|C_WINS|0.1333|0.2|0.1|0.2361|5|44
604200000-FOLLAJE, HOJAS, RAMAS, PART PLANTA S/FLORES O CAPULLO, HIERB, MUSGOS Y LIQUEN, FRESCO|A_BASELINE|0.1333|0.1|0.2|0.1047|5|844
604200000-FOLLAJE, HOJAS, RAMAS, PART PLANTA S/FLORES O CAPULLO, HIERB, MUSGOS Y LIQUEN, FRESCO|B_LOG|0.7667|0.6667|1.0|0.6667|5|844
604200000-FOLLAJE, HOJAS, RAMAS, PART PLANTA S/FLORES O CAPULLO, HIERB, MUSGOS Y LIQUEN, FRESCO|C_WINS|0.0|0.0|0.0|0.0059|5|844
604900000-FOLLAJE, HOJAS, RAMAS, PART PLANTA S/FLORES O CAPULLO, HIERB, MUSGOS Y LIQUEN, SECOS|A_BASELINE|0.0|0.0|0.0|0.0688|5|683
604900000-FOLLAJE, HOJAS, RAMAS, PART PLANTA S/FLORES O CAPULLO, HIERB, MUSGOS Y LIQUEN, SECOS|B_LOG|0.84|0.7253|1.0|0.7253|5|683
604900000-FOLLAJE, HOJAS, RAMAS, PART PLANTA S/FLORES O CAPULLO, HIERB, MUSGOS Y LIQUEN, SECOS|C_WINS|0.0|0.0|0.0|0.0688|5|683
6802210000-MARMOL,TRAVERTINOS Y ALABASTRO,SIMPLEMENTE TALLADAS O ASERRADAS,CON SUPERF.PLANA O LI|A_BASELINE|0.7502|0.6017|1.0|0.6017|5|1706
6802210000-MARMOL,TRAVERTINOS Y ALABASTRO,SIMPLEMENTE TALLADAS O ASERRADAS,CON SUPERF.PLANA O LI|B_LOG|0.9939|1.0|0.9882|0.9888|5|1706
6802210000-MARMOL,TRAVERTINOS Y ALABASTRO,SIMPLEMENTE TALLADAS O ASERRADAS,CON SUPERF.PLANA O LI|C_WINS|0.0|0.0|0.0|0.0487|5|1706
6802910000-LOS DEMAS MARMOLES, TRAVERTINOS Y ALABASTROS|A_BASELINE|0.0|0.0|0.0|0.1|5|31
6802910000-LOS DEMAS MARMOLES, TRAVERTINOS Y ALABASTROS|B_LOG|0.4|0.4|0.4|0.4|5|31
6802910000-LOS DEMAS MARMOLES, TRAVERTINOS Y ALABASTROS|C_WINS|0.0|0.0|0.0|0.1|5|31
6802990000-LAS DEMAS PIEDRAS|A_BASELINE|0.1333|0.1|0.2|0.1|5|50
6802990000-LAS DEMAS PIEDRAS|B_LOG|0.0|0.0|0.0|0.02|5|50
6802990000-LAS DEMAS PIEDRAS|C_WINS|0.0|0.0|0.0|0.02|5|50
6804220000-LAS DEMAS MUELAS Y ART.SIMIL.DE LOS DEM.ABRASIV.AGLOMER.O DE CERAM.P`AFILAR,PULIR,REC|A_BASELINE|0.7806|0.8933|0.7667|0.6995|5|101
6804220000-LAS DEMAS MUELAS Y ART.SIMIL.DE LOS DEM.ABRASIV.AGLOMER.O DE CERAM.P`AFILAR,PULIR,REC|B_LOG|0.9333|0.88|1.0|0.88|5|101
6804220000-LAS DEMAS MUELAS Y ART.SIMIL.DE LOS DEM.ABRASIV.AGLOMER.O DE CERAM.P`AFILAR,PULIR,REC|C_WINS|0.1467|0.3|0.1|0.2431|5|101
6804230000-LAS DEMAS MUELAS Y ART. SIMIL.DE PIEDRAS NATURALES,P`TRITUR.,AFILAR,PULIR,RECTIF.,COR|A_BASELINE|0.5333|0.6|0.5|0.5552|5|71
6804230000-LAS DEMAS MUELAS Y ART. SIMIL.DE PIEDRAS NATURALES,P`TRITUR.,AFILAR,PULIR,RECTIF.,COR|B_LOG|0.9333|0.9|1.0|0.9|5|71
6804230000-LAS DEMAS MUELAS Y ART. SIMIL.DE PIEDRAS NATURALES,P`TRITUR.,AFILAR,PULIR,RECTIF.,COR|C_WINS|0.0|0.0|0.0|0.1124|5|71
6804300000-PIEDRAS DE AFILAR O PULIR A MANO|A_BASELINE|0.0|0.0|0.0|0.0|5|22
6804300000-PIEDRAS DE AFILAR O PULIR A MANO|B_LOG|0.0|0.0|0.0|0.0|5|22
6804300000-PIEDRAS DE AFILAR O PULIR A MANO|C_WINS|0.0|0.0|0.0|0.0|5|22
6805100000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANUL.CON SOPORTE CONSTIT.SOLAM. POR TEJ.MAT.TEXTIL|A_BASELINE|0.5333|0.5|0.6|0.5571|5|38
6805100000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANUL.CON SOPORTE CONSTIT.SOLAM. POR TEJ.MAT.TEXTIL|B_LOG|0.9333|0.9|1.0|0.9|5|38
6805100000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANUL.CON SOPORTE CONSTIT.SOLAM. POR TEJ.MAT.TEXTIL|C_WINS|0.2|0.2|0.2|0.3071|5|38
6805200000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANUL.CON SOPORTE CONSTIT.SOLAM.POR PAPEL O CARTON|A_BASELINE|0.4|0.4|0.4|0.4|5|49
6805200000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANUL.CON SOPORTE CONSTIT.SOLAM.POR PAPEL O CARTON|B_LOG|0.2667|0.2|0.4|0.2|5|49
6805200000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANUL.CON SOPORTE CONSTIT.SOLAM.POR PAPEL O CARTON|C_WINS|0.0|0.0|0.0|0.04|5|49
6805300000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANULOS CON SOPORTE DE OTRAS MATERIAS|A_BASELINE|0.8222|0.8|0.8667|0.7451|5|168
6805300000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANULOS CON SOPORTE DE OTRAS MATERIAS|B_LOG|0.95|0.92|1.0|0.92|5|168
6805300000-ABRASIVOS NAT.O ARTIF.EN POLVO O GRANULOS CON SOPORTE DE OTRAS MATERIAS|C_WINS|0.0|0.0|0.0|0.0713|5|168
6809110000-PLACAS,HOJAS,PANELES,LOSETAS Y ART.SIMIL.,SIN ADOR.,REVEST.O REFORZ.EXCL.CON PAPEL O|A_BASELINE|0.8076|0.7133|1.0|0.7133|5|167
6809110000-PLACAS,HOJAS,PANELES,LOSETAS Y ART.SIMIL.,SIN ADOR.,REVEST.O REFORZ.EXCL.CON PAPEL O|B_LOG|0.8076|0.7133|1.0|0.7133|5|167
6809110000-PLACAS,HOJAS,PANELES,LOSETAS Y ART.SIMIL.,SIN ADOR.,REVEST.O REFORZ.EXCL.CON PAPEL O|C_WINS|0.0|0.0|0.0|0.0599|5|167
6809900000-LAS DEMAS MANUFACTURAS DE YESO FRAGUABLES O DE PREPARACIONES A BASE DE YESO FRAGUABLE|A_BASELINE|0.0|0.0|0.0|0.0|5|337
6809900000-LAS DEMAS MANUFACTURAS DE YESO FRAGUABLES O DE PREPARACIONES A BASE DE YESO FRAGUABLE|B_LOG|0.0|0.0|0.0|0.0|5|337
6809900000-LAS DEMAS MANUFACTURAS DE YESO FRAGUABLES O DE PREPARACIONES A BASE DE YESO FRAGUABLE|C_WINS|0.0|0.0|0.0|0.0|5|337
6810990000-LAS DEMAS MANUFACTURAS DE CEMENTO, HORMIGON O PIEDRA ARTIFICIAL, INCL.ARMADAS|A_BASELINE|0.0|0.0|0.0|0.0|5|33
6810990000-LAS DEMAS MANUFACTURAS DE CEMENTO, HORMIGON O PIEDRA ARTIFICIAL, INCL.ARMADAS|B_LOG|0.0|0.0|0.0|0.0|5|33
6810990000-LAS DEMAS MANUFACTURAS DE CEMENTO, HORMIGON O PIEDRA ARTIFICIAL, INCL.ARMADAS|C_WINS|0.0|0.0|0.0|0.0|5|33
6813810000-GUARNICIONES P` FRENOS,A BASE DE AMIANTO,DE OTRAS SUSTANCIAS MINERALES,O DE CELULOSA|A_BASELINE|0.0|0.0|0.0|0.0|5|278
6813810000-GUARNICIONES P` FRENOS,A BASE DE AMIANTO,DE OTRAS SUSTANCIAS MINERALES,O DE CELULOSA|B_LOG|0.0|0.0|0.0|0.0|5|278
6813810000-GUARNICIONES P` FRENOS,A BASE DE AMIANTO,DE OTRAS SUSTANCIAS MINERALES,O DE CELULOSA|C_WINS|0.0|0.0|0.0|0.0|5|278
6813890000-GUARN.DE FRIC.SIN MONTAR P` EMBRAG.O CUALQ. ORG. DE FROTAM,A BASE D`AMIANTO,D`OTRAS S|A_BASELINE|0.0|0.0|0.0|0.28|5|28
6813890000-GUARN.DE FRIC.SIN MONTAR P` EMBRAG.O CUALQ. ORG. DE FROTAM,A BASE D`AMIANTO,D`OTRAS S|B_LOG|0.0|0.0|0.0|0.28|5|28
6813890000-GUARN.DE FRIC.SIN MONTAR P` EMBRAG.O CUALQ. ORG. DE FROTAM,A BASE D`AMIANTO,D`OTRAS S|C_WINS|0.0|0.0|0.0|0.28|5|28
6815990000-LAS DEMAS MANUF.DE PIEDRA O DEM.MATERIAS MINERALES,NO EXPRES.NI COMPREND.EN OTRA PAR|A_BASELINE|0.0|0.0|0.0|0.0|5|274
6815990000-LAS DEMAS MANUF.DE PIEDRA O DEM.MATERIAS MINERALES,NO EXPRES.NI COMPREND.EN OTRA PAR|B_LOG|0.0|0.0|0.0|0.0|5|274
6815990000-LAS DEMAS MANUF.DE PIEDRA O DEM.MATERIAS MINERALES,NO EXPRES.NI COMPREND.EN OTRA PAR|C_WINS|0.0|0.0|0.0|0.0|5|274
6901000000-LADRILLOS, PLACAS, BALDOSAS Y DEMAS PIEZAS CERAMICAS DE HARINAS SILICEAS FOSILES (POR|A_BASELINE|0.4333|0.3667|0.6|0.3667|5|26
6901000000-LADRILLOS, PLACAS, BALDOSAS Y DEMAS PIEZAS CERAMICAS DE HARINAS SILICEAS FOSILES (POR|B_LOG|0.4333|0.3667|0.6|0.3667|5|26
6901000000-LADRILLOS, PLACAS, BALDOSAS Y DEMAS PIEZAS CERAMICAS DE HARINAS SILICEAS FOSILES (POR|C_WINS|0.3333|0.3|0.4|0.34|5|26
6902100000-LADRIL,PLAC,BALDO Y DEM.PZAS CERAM.ANALOGAS DE CONSTR.,CON CONT.DE MG,CA O CR AISLADA|A_BASELINE|0.3333|0.3|0.4|0.3|5|32
6902100000-LADRIL,PLAC,BALDO Y DEM.PZAS CERAM.ANALOGAS DE CONSTR.,CON CONT.DE MG,CA O CR AISLADA|B_LOG|0.3333|0.3|0.4|0.3|5|32
6902100000-LADRIL,PLAC,BALDO Y DEM.PZAS CERAM.ANALOGAS DE CONSTR.,CON CONT.DE MG,CA O CR AISLADA|C_WINS|0.0|0.0|0.0|0.0905|5|32
6902209000-LADRIL,PLAC,BALDO.Y PZAS CERAM,CON UN CONT.ALUMINA(AI2O3)O DE UNA MEZC.O COMB.CON SIL|A_BASELINE|0.1333|0.1|0.2|0.1|5|80
6902209000-LADRIL,PLAC,BALDO.Y PZAS CERAM,CON UN CONT.ALUMINA(AI2O3)O DE UNA MEZC.O COMB.CON SIL|B_LOG|0.2|0.2|0.2|0.2|5|80
6902209000-LADRIL,PLAC,BALDO.Y PZAS CERAM,CON UN CONT.ALUMINA(AI2O3)O DE UNA MEZC.O COMB.CON SIL|C_WINS|0.0|0.0|0.0|0.0125|5|80
6903109000-DEMAS ART.CERAM,REFRAC.CON CONT.DE GRAFITO U OTRO CARBONO O MEZCL DE AMBOS>50%PESO,EX|A_BASELINE|0.8|0.8|0.8|0.8286|5|33
6903109000-DEMAS ART.CERAM,REFRAC.CON CONT.DE GRAFITO U OTRO CARBONO O MEZCL DE AMBOS>50%PESO,EX|B_LOG|0.9333|0.9|1.0|0.9|5|33
6903109000-DEMAS ART.CERAM,REFRAC.CON CONT.DE GRAFITO U OTRO CARBONO O MEZCL DE AMBOS>50%PESO,EX|C_WINS|0.0|0.0|0.0|0.181|5|33
6903201000-RETORTAS Y CRISOLES CON CONT.DE ALUMINA O MEZC.DE ALUMINA Y SILICE >AL 50% PESO|A_BASELINE|0.76|0.7333|0.8|0.75|5|59
6903201000-RETORTAS Y CRISOLES CON CONT.DE ALUMINA O MEZC.DE ALUMINA Y SILICE >AL 50% PESO|B_LOG|0.4933|0.5333|0.5|0.4848|5|59
6903201000-RETORTAS Y CRISOLES CON CONT.DE ALUMINA O MEZC.DE ALUMINA Y SILICE >AL 50% PESO|C_WINS|0.0|0.0|0.0|0.1182|5|59
6903209000-LOS DEMAS ART.CERAM.REFRAC.CON CONT.DE ALUMINA O DE UNA MEZCL DE ALUMINA Y SILICE>50%|A_BASELINE|0.96|0.9333|1.0|0.9333|5|54
6903209000-LOS DEMAS ART.CERAM.REFRAC.CON CONT.DE ALUMINA O DE UNA MEZCL DE ALUMINA Y SILICE>50%|B_LOG|1.0|1.0|1.0|1.0|5|54
6903209000-LOS DEMAS ART.CERAM.REFRAC.CON CONT.DE ALUMINA O DE UNA MEZCL DE ALUMINA Y SILICE>50%|C_WINS|0.1333|0.2|0.1|0.2473|5|54
6903901000-LAS DEMAS RETORTAS Y CRISOLES|A_BASELINE|0.34|0.8|0.2167|0.4985|5|53
6903901000-LAS DEMAS RETORTAS Y CRISOLES|B_LOG|0.0|0.0|0.0|0.3582|5|53
6903901000-LAS DEMAS RETORTAS Y CRISOLES|C_WINS|0.0|0.0|0.0|0.3582|5|53
6903909000-LOS DEMAS ART.CERAM.REFRACT.,EXCEP.DE HARINAS SILICEAS FOSILES O DE TIERRAS SILICEAS|A_BASELINE|0.82|0.7333|1.0|0.7333|5|78
6903909000-LOS DEMAS ART.CERAM.REFRACT.,EXCEP.DE HARINAS SILICEAS FOSILES O DE TIERRAS SILICEAS|B_LOG|0.96|0.9333|1.0|0.9333|5|78
6903909000-LOS DEMAS ART.CERAM.REFRACT.,EXCEP.DE HARINAS SILICEAS FOSILES O DE TIERRAS SILICEAS|C_WINS|0.0|0.0|0.0|0.1017|5|78
6904100000-LADRILLOS DE CONSTRUCCION|A_BASELINE|0.4|0.4|0.4|0.4|5|130
6904100000-LADRILLOS DE CONSTRUCCION|B_LOG|0.4|0.4|0.4|0.4|5|130
6904100000-LADRILLOS DE CONSTRUCCION|C_WINS|0.0|0.0|0.0|0.0154|5|130
"6907210000-PLACAS Y BALDOSAS, PARA PAVIMENTACIÃ""N O REVESTIMIENTO, C/COEF ABSORC AGUA<= 0,5% PESO"|A_BASELINE|0.68|0.55|1.0|0.55|5|394
"6907210000-PLACAS Y BALDOSAS, PARA PAVIMENTACIÃ""N O REVESTIMIENTO, C/COEF ABSORC AGUA<= 0,5% PESO"|B_LOG|0.58|0.4167|1.0|0.4167|5|394
"6907210000-PLACAS Y BALDOSAS, PARA PAVIMENTACIÃ""N O REVESTIMIENTO, C/COEF ABSORC AGUA<= 0,5% PESO"|C_WINS|0.0|0.0|0.0|0.0127|5|394
"6907220000-PLACAS Y BALDOSAS, PÂ'PAVIMENTACIÃ""N O REVESTIMIENTO, 0,5%<COEF ABSORC AGUA<= 10% PESO"|A_BASELINE|0.8409|0.7273|1.0|0.7273|5|9420
"6907220000-PLACAS Y BALDOSAS, PÂ'PAVIMENTACIÃ""N O REVESTIMIENTO, 0,5%<COEF ABSORC AGUA<= 10% PESO"|B_LOG|0.8442|0.732|1.0|0.732|5|9420
"6907220000-PLACAS Y BALDOSAS, PÂ'PAVIMENTACIÃ""N O REVESTIMIENTO, 0,5%<COEF ABSORC AGUA<= 10% PESO"|C_WINS|0.0|0.0|0.0|0.0327|5|9420
"6907230000-PLACAS Y BALDOSAS, PARA PAVIMENTACIÃ""N O REVESTIMIENTO, C/COEF ABSORC AGUA>10% EN PESO"|A_BASELINE|0.6697|0.5079|1.0|0.5079|5|737
"6907230000-PLACAS Y BALDOSAS, PARA PAVIMENTACIÃ""N O REVESTIMIENTO, C/COEF ABSORC AGUA>10% EN PESO"|B_LOG|0.6697|0.5079|1.0|0.5079|5|737
"6907230000-PLACAS Y BALDOSAS, PARA PAVIMENTACIÃ""N O REVESTIMIENTO, C/COEF ABSORC AGUA>10% EN PESO"|C_WINS|0.0|0.0|0.0|0.0244|5|737
6907400000-PIEZAS DE ACABADO|A_BASELINE|0.0|0.0|0.0|0.0|5|151
6907400000-PIEZAS DE ACABADO|B_LOG|0.0|0.0|0.0|0.0|5|151
6907400000-PIEZAS DE ACABADO|C_WINS|0.0|0.0|0.0|0.0|5|151
6910900000-LOS DEMAS FREG.,LAVAB.,PEDEST.DE LAVABO,BAÃ'ER.,BIDES,INODO.,URINAR.Y APAR.FIJ.SIMIL.D|A_BASELINE|0.743|0.5961|1.0|0.5961|5|879
6910900000-LOS DEMAS FREG.,LAVAB.,PEDEST.DE LAVABO,BAÃ'ER.,BIDES,INODO.,URINAR.Y APAR.FIJ.SIMIL.D|B_LOG|0.9294|0.8695|1.0|0.8695|5|879
6910900000-LOS DEMAS FREG.,LAVAB.,PEDEST.DE LAVABO,BAÃ'ER.,BIDES,INODO.,URINAR.Y APAR.FIJ.SIMIL.D|C_WINS|0.0382|0.0583|0.0286|0.0838|5|879
6911100000-ARTICULOS PARA EL SERVICIO DE MESA O COCINA, DE PORCELANA|A_BASELINE|0.0|0.0|0.0|0.0|5|110
6911100000-ARTICULOS PARA EL SERVICIO DE MESA O COCINA, DE PORCELANA|B_LOG|0.0|0.0|0.0|0.0|5|110
6911100000-ARTICULOS PARA EL SERVICIO DE MESA O COCINA, DE PORCELANA|C_WINS|0.0|0.0|0.0|0.0|5|110
6911900000-LOS DEMAS ART. DE USO DOMESTICO, HIGIENE O TOCADOR DE PORCELANA|A_BASELINE|0.76|0.7333|0.8|0.7667|5|33
6911900000-LOS DEMAS ART. DE USO DOMESTICO, HIGIENE O TOCADOR DE PORCELANA|B_LOG|0.76|0.7333|0.8|0.7667|5|33
6911900000-LOS DEMAS ART. DE USO DOMESTICO, HIGIENE O TOCADOR DE PORCELANA|C_WINS|0.0|0.0|0.0|0.2714|5|33
6912000000-VAJILLA Y DEMAS ART.DE USO DOMESTICO,HIGIENE O TOCADOR,DE CERAMICA,EXCEPTO PORCELANA|A_BASELINE|0.9606|0.9419|0.9812|0.9282|5|1428
6912000000-VAJILLA Y DEMAS ART.DE USO DOMESTICO,HIGIENE O TOCADOR,DE CERAMICA,EXCEPTO PORCELANA|B_LOG|0.9749|0.9781|0.9719|0.9569|5|1428
6912000000-VAJILLA Y DEMAS ART.DE USO DOMESTICO,HIGIENE O TOCADOR,DE CERAMICA,EXCEPTO PORCELANA|C_WINS|0.0514|0.1476|0.0312|0.2229|5|1428
6913100000-ESTATUILLAS Y DEMAS ARTICULOS PARA ADORNO DE PORCELANA|A_BASELINE|0.8743|0.8133|1.0|0.8133|5|38
6913100000-ESTATUILLAS Y DEMAS ARTICULOS PARA ADORNO DE PORCELANA|B_LOG|0.8743|0.8133|1.0|0.8133|5|38
6913100000-ESTATUILLAS Y DEMAS ARTICULOS PARA ADORNO DE PORCELANA|C_WINS|0.0|0.0|0.0|0.2071|5|38
6913900000-LAS DEMAS ESTATUILLAS Y DEMAS ARTICULOS PARA ADORNOS DE CERAMICA|A_BASELINE|0.022|0.0114|0.4|0.0114|5|4138
6913900000-LAS DEMAS ESTATUILLAS Y DEMAS ARTICULOS PARA ADORNOS DE CERAMICA|B_LOG|0.0917|0.0529|0.4|0.0529|5|4138
6913900000-LAS DEMAS ESTATUILLAS Y DEMAS ARTICULOS PARA ADORNOS DE CERAMICA|C_WINS|0.0|0.0|0.0|0.001|5|4138
6914900000-LAS DEMAS MANUFACTURAS DE CERAMICA|A_BASELINE|0.827|0.7084|1.0|0.7084|5|295
6914900000-LAS DEMAS MANUFACTURAS DE CERAMICA|B_LOG|0.0|0.0|0.0|0.1119|5|295
6914900000-LAS DEMAS MANUFACTURAS DE CERAMICA|C_WINS|0.0571|0.2|0.0333|0.1418|5|295
7005100000-VIDRIO SIN ARMAR CON CAPA ABSORBENTE, REFLECTANTE O ANTIRREFLECTANTE|A_BASELINE|0.3333|0.3|0.4|0.3|5|32
7005100000-VIDRIO SIN ARMAR CON CAPA ABSORBENTE, REFLECTANTE O ANTIRREFLECTANTE|B_LOG|0.3333|0.3|0.4|0.3|5|32
7005100000-VIDRIO SIN ARMAR CON CAPA ABSORBENTE, REFLECTANTE O ANTIRREFLECTANTE|C_WINS|0.0|0.0|0.0|0.1286|5|32
7005291000-LOS DEMAS VIDRIOS SIN ARMAR DE ESPESOR <= 6 MM|A_BASELINE|1.0|1.0|1.0|1.0|5|72
7005291000-LOS DEMAS VIDRIOS SIN ARMAR DE ESPESOR <= 6 MM|B_LOG|1.0|1.0|1.0|1.0|5|72
7005291000-LOS DEMAS VIDRIOS SIN ARMAR DE ESPESOR <= 6 MM|C_WINS|0.2667|0.4|0.2|0.3114|5|72
7005299000-LOS DEMAS VIDRIOS SIN ARMAR DE ESPESOR >= 6 MM|A_BASELINE|0.3071|0.8|0.1952|0.5952|5|65
7005299000-LOS DEMAS VIDRIOS SIN ARMAR DE ESPESOR >= 6 MM|B_LOG|0.3071|0.8|0.1952|0.5952|5|65
7005299000-LOS DEMAS VIDRIOS SIN ARMAR DE ESPESOR >= 6 MM|C_WINS|0.0|0.0|0.0|0.4923|5|65
7007110000-VIDRIO DE SEGURIDAD TEMPLADO P` AUTOMOVILES, AERONAVES, BARCOS U OTROS|A_BASELINE|0.0|0.0|0.0|0.0|5|210
7007110000-VIDRIO DE SEGURIDAD TEMPLADO P` AUTOMOVILES, AERONAVES, BARCOS U OTROS|B_LOG|0.0|0.0|0.0|0.0|5|210
7007110000-VIDRIO DE SEGURIDAD TEMPLADO P` AUTOMOVILES, AERONAVES, BARCOS U OTROS|C_WINS|0.0|0.0|0.0|0.0|5|210
7007210000-VIDRIO DE SEGURIDAD CONTRACHAPADO P` AUTOMOVILES, AERONAVES, BARCOS U OTROS|A_BASELINE|0.7982|0.795|0.8046|0.6741|5|660
7007210000-VIDRIO DE SEGURIDAD CONTRACHAPADO P` AUTOMOVILES, AERONAVES, BARCOS U OTROS|B_LOG|0.8901|0.808|1.0|0.808|5|660
7007210000-VIDRIO DE SEGURIDAD CONTRACHAPADO P` AUTOMOVILES, AERONAVES, BARCOS U OTROS|C_WINS|0.0392|0.15|0.0229|0.139|5|660
7009100000-ESPEJOS RETROVISORES PARA VEHICULOS|A_BASELINE|0.8397|0.7958|0.9333|0.7376|5|676
7009100000-ESPEJOS RETROVISORES PARA VEHICULOS|B_LOG|0.8384|0.7352|1.0|0.7352|5|676
7009100000-ESPEJOS RETROVISORES PARA VEHICULOS|C_WINS|0.0|0.0|0.0|0.0444|5|676
7009920000-ESPEJOS DE VIDRIO ENMARCADOS|A_BASELINE|0.0604|0.1257|0.04|0.0851|5|1396
7009920000-ESPEJOS DE VIDRIO ENMARCADOS|B_LOG|0.9374|0.8837|1.0|0.8837|5|1396
7009920000-ESPEJOS DE VIDRIO ENMARCADOS|C_WINS|0.0|0.0|0.0|0.0731|5|1396
7010100000-AMPOLLAS DE VIDRIO|A_BASELINE|0.4|0.4|0.4|0.4686|5|103
