experimento|precision_prom|recall_prom|f1_prom|tasa_alertas_prom
IQR_POR_SUBPARTIDA|0.467667414461855|0.6512258064516129|0.5015722310434844|0.10885903412112978
IQR_GLOBAL_MEZCLADO|0.39907531796795154|0.6032258064516128|0.37607138672150475|0.3445971634496045
