subpartida|n_registros|fob_total|vu_mediana|vu_promedio|n_score|fob_score|score_movimiento
1008509000|1294|229294457.89157808|2.4416771524858696|6.908147611754999|1.0|1.0|1.0
0810909000|1013|87333380.33056894|2.7232975008768006|3.5043220529322925|0.6758938869665513|0.26069620895624823|0.5513345835634603
0811909100|918|69363301.82354368|1.7821608886397309|3.0346650168617266|0.566320645905421|0.16711177444892275|0.4465579844684715
2309909000|949|37274507.1206129|1.0995326469674458|1.5598586171655322|0.6020761245674741|0.0|0.4214532871972318
2603000000|427|52164980.07338225|2.301140556627243|6.028656201580547|0.0|0.07754648875277652|0.023263946625832956
