objetivo|kpi_negocio|baseline|version_actual|top_5_subpartidas|metrica_tecnica|latencia_p50_segundos|latencia_p95_segundos|throughput_registros_segundo|errores|percepcion_simulada|conclusion|recomendacion_despliegue_minimo
Comparar baseline vs version actual para priorizar valores unitarios anomalos.|Reducir esfuerzo de revision manual priorizando casos con evidencia estadistica convergente.|IQR por subpartida sobre V.U.|IQR + LOF + z-score con coincidencia 2+.|1008509000, 0810909000, 0811909100, 2309909000, 2603000000|Casos priorizados 2+, discrepancia entre metodos, IC mediana, CV y score de slice.|0.022324700000353914|0.049884450000263314|120806.62227250941|0|Utilidad 4.67/5; claridad 4.00/5; confianza 4.33/5.|La version actual mejora la priorizacion al exigir evidencia convergente, pero LOF debe controlarse por latencia.|Despliegue minimo tipo canary sobre top subpartidas, manteniendo monitoreo y rollback.
